mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
27	27	323/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	527										
27	27	78	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	4+				
27	27	78	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	528										
27	27	157/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	#6				
27	27	157/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	529										
27	27	79	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	530										
27	27	159/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	5	4			
27	27	159/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	531										
27	27	80	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	h3_				
27	27	80	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	532										
28	28	81	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	533										
28	28	163/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	534										
28	28	165/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	535										
28	28	83	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	536										
28	28	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	537										
28	28	81	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	538										
28	28	325/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	539										
28	28	163/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	540										
28	28	327/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	541										
28	28	82	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	542										
28	28	329/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	543										
28	28	165/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	544										
28	28	331/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	545										
28	28	83	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	546										
28	28	333/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	547										
28	28	167/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	548										
28	28	335/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	549										
28	28	81	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	6	5			
28	28	81	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	550										
28	28	163/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	5/				
28	28	163/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4			1/4	1	551	ornamentShortTrill									
28	28	165/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										3/8	3	2_			
28	28	165/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	552										
28	28	83	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	553										
29	29	84	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	554										23
29	29	169/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	555	ornamentShortTrill									
29	29	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	556										
29	29	85	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	557										
29	29	341/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	558										
29	29	171/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	559										
29	29	86	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	560										
29	29	84	0.75	0	0	Chord	6/8	2	1	3/16			1/8	3/2	561										
29	29	339/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	562										
29	29	85	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	563										
29	29	341/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	564										
29	29	171/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							)								
29	29	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	565	ornamentShortTrill									
29	29	86	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	566										
29	29	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	567										
29	29	84	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	5	4			
29	29	84	0.0	0	0	StaffText	6/8	3	1	0							)								
29	29	84	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	568										
29	29	169/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	h6	4_			
29	29	169/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	569										
29	29	85	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	570										
29	29	171/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	4+				
29	29	171/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	571										24
29	29	86	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6_				
29	29	86	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	572	ornamentShortTrill									
29	29	345/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	573										
29	29	173/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	574										
29	29	347/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	575										
30	30	87	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	576										
30	30	175/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	577										
30	30	88	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	578										
30	30	177/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	579										
30	30	89	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	580										
30	30	179/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	581										
30	30	87	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	582	ornamentShortTrill									
30	30	175/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	583										
30	30	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	584										
30	30	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	585	ornamentShortTrill									
30	30	89	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	586										
30	30	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	587										
30	30	87	0.0	0	0	FiguredBass	6/8	3	1	0										3/8	7	3	2_		
30	30	87	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	588										
30	30	349/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	589										
30	30	175/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	590										
30	30	351/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	591										
30	30	88	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/16	6				
30	30	88	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	592										
30	30	353/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	593										
30	30	177/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7	#3			
30	30	177/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	594										
30	30	89	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/8	5				
30	30	89	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	595										
30	30	179/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	h6				
31	31	90	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	596										
31	31	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	597										
31	31	91	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	598										
31	31	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	599										
31	31	183/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	600	ornamentShortTrill									
31	31	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	601										
31	31	185/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	602										
31	31	371/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	603										
31	31	90	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	604										
31	31	361/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	605										
31	31	181/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	606										
31	31	183/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	607										
31	31	367/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	608										
31	31	92	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	609										
31	31	90	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	6	5/			
31	31	90	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	610										
31	31	181/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	5_				
31	31	181/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	611										
31	31	91	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	612										
31	31	183/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5/			
31	31	183/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	613										
31	31	92	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/8	6	5/			
31	31	92	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	614										
31	31	185/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7	#3			
31	31	185/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	615										
32	32	93	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	616	ornamentShortTrill									
32	32	373/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	617										
32	32	187/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	618										
32	32	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	619										
32	32	94	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	620										25
32	32	189/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	621	ornamentShortTrill									
32	32	379/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	622										
32	32	95	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	623	ornamentShortTrill									
32	32	383/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	624										
32	32	93	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	625										
32	32	373/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	626										
32	32	187/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	627										
32	32	375/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	628										
32	32	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	629										26
32	32	189/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	630	ornamentShortTrill									
32	32	379/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	631										
32	32	95	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	632	ornamentShortTrill									
32	32	383/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	633										
32	32	93	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	3	2			
32	32	93	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	634										
32	32	187/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	5				
32	32	187/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	635										
32	32	94	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	6				
32	32	94	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	636										
32	32	189/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5	h3		
32	32	189/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	637										
32	32	95	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
32	32	95	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	638										
32	32	191/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
32	32	191/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	639										
33	33	96	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	640										
33	33	96	0.0	0	0	StaffText	6/8	2	1	0							)								
33	33	96	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	641										
33	33	193/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	642										
33	33	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	643										
33	33	195/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	644										27
33	33	98	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	645	ornamentShortTrill									
33	33	393/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	646										
33	33	197/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	647										
33	33	395/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	648										
33	33	96	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	649										
34	34	199/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	650										
34	34	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	651										
34	34	201/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	652										28
34	34	101	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	653	ornamentShortTrill									
34	34	405/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	654										
34	34	203/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	655										
34	34	407/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	656										
34	34	99	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	657										
34	34	199/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	658	ornamentShortTrill									
34	34	201/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							)								
34	34	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	659										
34	34	203/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	660										
34	34	407/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	661										
34	34	101	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	4_			
34	34	101	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	662										
34	34	203/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	663										
35	35	102	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	664										
35	35	205/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	665										
35	35	207/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	666										
35	35	104	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	667										
35	35	417/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	668										
35	35	209/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	669										
35	35	419/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	670										
35	35	102	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	671	ornamentShortTrill									
35	35	205/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	672										
35	35	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	673										
35	35	207/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	674										
35	35	104	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	675	ornamentShortTrill									
35	35	419/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	676										
35	35	102	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	4+				
35	35	102	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	677										29
35	35	205/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6_				
35	35	205/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	678	ornamentShortTrill									
35	35	411/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	679										
35	35	103	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	680										
35	35	413/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	681										
35	35	207/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5_			
35	35	207/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	682										
35	35	415/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	683										
35	35	104	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	h3_				
35	35	104	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	684										
35	35	209/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
35	35	209/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	685										
36	36	105	0.0	0	0	StaffText	6/8	1	1	0							)								
36	36	105	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	686	ornamentShortTrill									
36	36	211/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	687										
36	36	106	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	688										
36	36	213/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	689										30
36	36	107	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	690										
36	36	429/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	691										
36	36	215/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	692										
36	36	431/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	693										
36	36	105	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	694										
36	36	211/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	695										
36	36	106	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	696										
36	36	213/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	697										
36	36	107	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	698										
36	36	105	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	#5	2_			
36	36	105	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	699										
36	36	421/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	700										
36	36	211/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	3_				
36	36	211/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	701										
36	36	423/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	702										
36	36	106	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	703										
36	36	425/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	704										
36	36	213/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	3	2_			
36	36	213/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	705										
36	36	427/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	706										
36	36	107	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	5_				
36	36	107	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	707										
36	36	429/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	708										
36	36	215/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	709										
36	36	431/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	710										
37	37	108	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	711	ornamentShortTrill									
37	37	217/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	712										
37	37	109	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	713										
37	37	219/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	714										
37	37	110	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	715	ornamentShortTrill									
37	37	108	0.0	0	0	StaffText	6/8	2	1	0							)								
37	37	108	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	716										
37	37	217/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	717										
37	37	109	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	718										
37	37	219/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	719										31
37	37	110	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	720	ornamentShortTrill									
37	37	441/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	721										
37	37	221/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	722										
37	37	443/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	723										
37	37	108	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	#3	2_			
37	37	108	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	724										
37	37	433/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	725										
37	37	217/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	5_				
37	37	217/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	726										
37	37	435/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	727										
37	37	109	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	728										
37	37	437/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	729										
37	37	219/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	3	2			
37	37	219/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	730										
37	37	110	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/8	5				
37	37	110	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	731										
37	37	221/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	#6				
38	38	111	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	732										
38	38	447/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	733										
38	38	112	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	734										
38	38	449/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	735										
38	38	225/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	736										
38	38	453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	737										
38	38	227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	738										
38	38	455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	739										
38	38	111	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	740										
38	38	445/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	741										
38	38	223/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	742										
38	38	447/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	743										
38	38	112	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	744										
38	38	449/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	745										
38	38	225/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	746	ornamentShortTrill									
38	38	451/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	747										
38	38	113	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	748										
38	38	453/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	749										
38	38	227/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	750										
38	38	455/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	751										
38	38	111	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	752										
38	38	223/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6	4_			
38	38	223/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	753										
38	38	112	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	754										
38	38	225/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	4	h2			
38	38	225/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	755										
38	38	113	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	5	h3		
38	38	113	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	756										
39	39	114	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	757										
39	39	459/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	758										
39	39	115	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	759										
39	39	461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	760										
39	39	231/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	761	ornamentShortTrill									
39	39	463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	762										
39	39	116	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	763										
39	39	465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	764										
39	39	233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	765										
39	39	467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	766										
39	39	114	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	767										
39	39	457/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	768										
39	39	229/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	769										
39	39	459/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	770										
39	39	115	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	771										
39	39	461/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	772										
39	39	231/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	773										
39	39	116	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	774										
39	39	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	775										
39	39	114	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	4+				
39	39	114	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	776										
39	39	229/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6				
39	39	229/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4			1/4	1	777										
39	39	231/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	4	2			
39	39	231/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	778										
39	39	116	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	8	5/_			
39	39	116	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	779										
39	39	233/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	780										
40	40	117	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	781										
40	40	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	782										
